# Supplementary Table 10. Differentially expressed genes of subsets within major cell lineages
# Differentially expressed genes for each cluster analyzed within each major cell lineage (Cancer epithelial, Normal Epithelial, T-cells, B-cells, Myeloid, CAFs, PVL and Endothelial). Subset level clusters were compared against all other clusters within their major lineage using the MAST method (FindAllMarkers) with a log-scale fold change threshold of 0.25, detected in at least 0.1 of cells in either clusters and genes with a fraction difference of 0.1. Genes were filtered by an adjusted p-value threshold of 0.05. Statistical significance for differential gene expression in MAST69 was determined using the wilcox test, with all p-values adjusted using bonferroni correction.
p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	major lineage
6.60E-132	0.450936282	0.821	0.571	1.96E-127	CAFs myCAF like s5	P4HB	CAFs
3.55E-139	0.450741025	0.516	0.208	1.06E-134	CAFs myCAF like s5	PLAT	CAFs
1.07E-58	0.448836081	0.242	0.09	3.19E-54	CAFs myCAF like s5	TNC	CAFs
5.04E-97	0.447519345	0.384	0.149	1.50E-92	CAFs myCAF like s5	PDLIM3	CAFs
3.74E-170	0.446497345	0.557	0.213	1.11E-165	CAFs myCAF like s5	KDELR3	CAFs
7.47E-142	0.443988501	0.446	0.153	2.22E-137	CAFs myCAF like s5	PLOD2	CAFs
4.15E-143	0.443938557	0.521	0.208	1.23E-138	CAFs myCAF like s5	ENAH	CAFs
5.07E-155	0.443633415	0.926	0.818	1.51E-150	CAFs myCAF like s5	PPIB	CAFs
2.58E-144	0.441771062	0.511	0.2	7.68E-140	CAFs myCAF like s5	LOX	CAFs
2.38E-148	0.440513584	0.336	0.078	7.07E-144	CAFs myCAF like s5	PLPP4	CAFs
1.11E-144	0.439504126	0.566	0.244	3.30E-140	CAFs myCAF like s5	PDLIM5	CAFs
3.44E-146	0.438963176	0.547	0.226	1.02E-141	CAFs myCAF like s5	RUNX1	CAFs
1.27E-139	0.43671271	0.567	0.25	3.78E-135	CAFs myCAF like s5	CLIC4	CAFs
4.86E-111	0.436134041	0.723	0.443	1.44E-106	CAFs myCAF like s5	TSPO	CAFs
5.44E-123	0.433361102	0.7	0.402	1.62E-118	CAFs myCAF like s5	SSR3	CAFs
2.05E-134	0.431749442	0.755	0.442	6.09E-130	CAFs myCAF like s5	CLEC11A	CAFs
1.33E-161	0.431286394	0.507	0.182	3.96E-157	CAFs myCAF like s5	C4orf48	CAFs
1.64E-179	0.429293749	0.425	0.112	4.87E-175	CAFs myCAF like s5	PYCR1	CAFs
5.82E-159	0.42817433	0.346	0.077	1.73E-154	CAFs myCAF like s5	NTM	CAFs
4.34E-106	0.427237177	0.43	0.176	1.29E-101	CAFs myCAF like s5	HOPX	CAFs
1.62E-159	0.425253848	0.506	0.182	4.80E-155	CAFs myCAF like s5	PXDN	CAFs
3.68E-106	0.424338261	0.506	0.234	1.09E-101	CAFs myCAF like s5	MRPS6	CAFs
1.89E-120	0.420357995	0.845	0.599	5.61E-116	CAFs myCAF like s5	FSTL1	CAFs
2.79E-28	0.41932392	0.364	0.233	8.31E-24	CAFs myCAF like s5	IGFBP3	CAFs
3.88E-102	0.418265781	0.612	0.336	1.15E-97	CAFs myCAF like s5	CSRP1	CAFs
2.20E-69	0.414012116	0.41	0.202	6.54E-65	CAFs myCAF like s5	RGCC	CAFs
7.78E-112	0.410978282	0.374	0.128	2.31E-107	CAFs myCAF like s5	ENC1	CAFs
7.26E-105	0.41008736	0.725	0.449	2.16E-100	CAFs myCAF like s5	CNN2	CAFs
5.03E-66	0.408918262	0.19	0.054	1.50E-61	CAFs myCAF like s5	GRP	CAFs
1.92E-73	0.405678235	0.536	0.304	5.72E-69	CAFs myCAF like s5	ELN	CAFs
8.17E-177	0.405163614	0.399	0.097	2.43E-172	CAFs myCAF like s5	PODNL1	CAFs
8.90E-114	0.404978302	0.365	0.12	2.64E-109	CAFs myCAF like s5	MYLK	CAFs
4.88E-118	0.403241359	0.419	0.154	1.45E-113	CAFs myCAF like s5	ANKH	CAFs
8.87E-150	0.402093688	0.512	0.199	2.64E-145	CAFs myCAF like s5	PMEPA1	CAFs
1.02E-151	0.399562356	0.426	0.132	3.04E-147	CAFs myCAF like s5	C1QTNF6	CAFs
8.73E-100	0.399248987	0.84	0.623	2.60E-95	CAFs myCAF like s5	ARF4	CAFs
1.43E-137	0.395835137	0.509	0.204	4.25E-133	CAFs myCAF like s5	MSRB3	CAFs
5.82E-106	0.392443421	0.581	0.301	1.73E-101	CAFs myCAF like s5	CMTM3	CAFs
5.35E-122	0.390974001	0.543	0.249	1.59E-117	CAFs myCAF like s5	CKAP4	CAFs
3.02E-124	0.390514848	0.717	0.412	8.97E-120	CAFs myCAF like s5	TMED9	CAFs
2.49E-88	0.389984619	0.574	0.318	7.41E-84	CAFs myCAF like s5	IL32	CAFs
1.86E-85	0.389919942	0.908	0.768	5.52E-81	CAFs myCAF like s5	IFI27	CAFs
2.10E-137	0.389132357	0.562	0.25	6.25E-133	CAFs myCAF like s5	LINC00152	CAFs
9.60E-114	0.388190185	0.781	0.498	2.85E-109	CAFs myCAF like s5	PHPT1	CAFs
1.88E-129	0.386744396	0.46	0.174	5.59E-125	CAFs myCAF like s5	CREB3L1	CAFs
3.66E-112	0.385314499	0.431	0.169	1.09E-107	CAFs myCAF like s5	RAI14	CAFs
3.61E-94	0.38409827	0.801	0.564	1.07E-89	CAFs myCAF like s5	PTRF	CAFs
7.29E-133	0.383087574	0.317	0.076	2.17E-128	CAFs myCAF like s5	COL8A2	CAFs
1.50E-106	0.380816364	0.708	0.428	4.45E-102	CAFs myCAF like s5	HCFC1R1	CAFs
7.91E-90	0.378748315	0.42	0.184	2.35E-85	CAFs myCAF like s5	WNT2	CAFs
1.32E-102	0.378212041	0.752	0.484	3.92E-98	CAFs myCAF like s5	MYDGF	CAFs
5.55E-56	0.377745515	0.308	0.14	1.65E-51	CAFs myCAF like s5	FABP5	CAFs
3.94E-144	0.377655169	0.387	0.112	1.17E-139	CAFs myCAF like s5	UNC5B	CAFs
3.96E-94	0.376413051	0.841	0.617	1.18E-89	CAFs myCAF like s5	TIMP2	CAFs
4.02E-107	0.376197805	0.721	0.443	1.20E-102	CAFs myCAF like s5	HDLBP	CAFs
3.01E-92	0.37514367	0.854	0.65	8.96E-88	CAFs myCAF like s5	NDUFA4	CAFs
7.26E-94	0.370591029	0.778	0.536	2.16E-89	CAFs myCAF like s5	CAPZB	CAFs
3.93E-141	0.368437676	0.33	0.079	1.17E-136	CAFs myCAF like s5	MICAL2	CAFs
3.95E-123	0.368025335	0.379	0.123	1.17E-118	CAFs myCAF like s5	NRP2	CAFs
9.38E-106	0.366111313	0.762	0.486	2.79E-101	CAFs myCAF like s5	FBLN2	CAFs
1.61E-92	0.364796388	0.85	0.641	4.80E-88	CAFs myCAF like s5	DSTN	CAFs
4.81E-108	0.363282966	0.568	0.286	1.43E-103	CAFs myCAF like s5	SDC2	CAFs
9.69E-88	0.362737161	0.717	0.464	2.88E-83	CAFs myCAF like s5	MARCKS	CAFs
9.66E-122	0.362101798	0.658	0.356	2.87E-117	CAFs myCAF like s5	HSPG2	CAFs
8.58E-130	0.361935286	0.488	0.195	2.55E-125	CAFs myCAF like s5	DAP	CAFs
5.02E-107	0.361194725	0.412	0.161	1.49E-102	CAFs myCAF like s5	NEXN	CAFs
5.55E-128	0.356881977	0.283	0.061	1.65E-123	CAFs myCAF like s5	EDIL3	CAFs
2.36E-113	0.356686721	0.614	0.322	7.03E-109	CAFs myCAF like s5	FAM114A1	CAFs
8.04E-84	0.356520575	0.781	0.542	2.39E-79	CAFs myCAF like s5	HTRA1	CAFs
3.52E-103	0.356311313	0.324	0.103	1.05E-98	CAFs myCAF like s5	C9orf3	CAFs
4.12E-116	0.354133794	0.706	0.411	1.22E-111	CAFs myCAF like s5	FKBP10	CAFs
3.07E-117	0.352582027	0.482	0.207	9.13E-113	CAFs myCAF like s5	LTBP2	CAFs
3.71E-117	0.35168192	0.66	0.363	1.10E-112	CAFs myCAF like s5	PLXDC2	CAFs
1.72E-73	0.34952804	0.392	0.184	5.12E-69	CAFs myCAF like s5	FBXO32	CAFs
9.13E-98	0.349183807	0.821	0.577	2.72E-93	CAFs myCAF like s5	CNN3	CAFs
9.70E-131	0.348765395	0.518	0.22	2.89E-126	CAFs myCAF like s5	MAGED1	CAFs
5.27E-143	0.348391071	0.433	0.144	1.57E-138	CAFs myCAF like s5	SMCO4	CAFs
2.25E-90	0.346304384	0.826	0.606	6.70E-86	CAFs myCAF like s5	RBM3	CAFs
3.51E-108	0.34263004	0.511	0.24	1.04E-103	CAFs myCAF like s5	OLFML2B	CAFs
8.42E-131	0.342285733	0.453	0.169	2.50E-126	CAFs myCAF like s5	BMP1	CAFs
1.90E-111	0.341568055	0.442	0.181	5.64E-107	CAFs myCAF like s5	SPON1	CAFs
2.97E-102	0.340997447	0.901	0.706	8.84E-98	CAFs myCAF like s5	ATP5E	CAFs
2.43E-103	0.340112387	0.664	0.384	7.23E-99	CAFs myCAF like s5	YIF1A	CAFs
4.74E-138	0.339592205	0.474	0.181	1.41E-133	CAFs myCAF like s5	KIAA1217	CAFs
1.08E-84	0.338967117	0.378	0.159	3.21E-80	CAFs myCAF like s5	CDKN2A	CAFs
2.18E-85	0.338454032	0.614	0.359	6.47E-81	CAFs myCAF like s5	CAP1	CAFs
2.32E-111	0.338050081	0.419	0.164	6.90E-107	CAFs myCAF like s5	SPOCK1	CAFs
1.04E-79	0.337914171	0.634	0.388	3.10E-75	CAFs myCAF like s5	PTTG1IP	CAFs
9.02E-111	0.337701614	0.291	0.076	2.68E-106	CAFs myCAF like s5	SEMA3C	CAFs
7.86E-89	0.332085768	0.615	0.356	2.34E-84	CAFs myCAF like s5	PDLIM2	CAFs
1.01E-113	0.331522094	0.581	0.293	3.02E-109	CAFs myCAF like s5	TMEM167A	CAFs
7.07E-64	0.330509388	0.353	0.166	2.10E-59	CAFs myCAF like s5	RAMP1	CAFs
5.37E-156	0.329738555	0.317	0.064	1.60E-151	CAFs myCAF like s5	P4HA3	CAFs
2.07E-83	0.329588685	0.762	0.522	6.16E-79	CAFs myCAF like s5	SEC61G	CAFs
5.32E-118	0.32893601	0.564	0.272	1.58E-113	CAFs myCAF like s5	GPX8	CAFs
1.22E-133	0.328913099	0.445	0.163	3.63E-129	CAFs myCAF like s5	P3H1	CAFs
1.48E-93	0.328299009	0.687	0.421	4.41E-89	CAFs myCAF like s5	PRDX4	CAFs
9.09E-132	0.327919475	0.36	0.105	2.70E-127	CAFs myCAF like s5	LMO7	CAFs
4.07E-81	0.325441986	0.862	0.667	1.21E-76	CAFs myCAF like s5	MXRA8	CAFs
4.72E-112	0.324209872	0.556	0.272	1.40E-107	CAFs myCAF like s5	ACTR3	CAFs
1.05E-110	0.319495746	0.364	0.125	3.13E-106	CAFs myCAF like s5	LRRC32	CAFs
6.51E-54	0.317583437	0.476	0.283	1.93E-49	CAFs myCAF like s5	MINOS1	CAFs
4.31E-98	0.317383445	0.682	0.411	1.28E-93	CAFs myCAF like s5	DYNLT1	CAFs
2.02E-106	0.31737244	0.593	0.316	6.01E-102	CAFs myCAF like s5	ARPC1B	CAFs
1.30E-112	0.317230082	0.334	0.103	3.86E-108	CAFs myCAF like s5	GXYLT2	CAFs
3.74E-51	0.315989891	0.854	0.721	1.11E-46	CAFs myCAF like s5	S100A10	CAFs
2.36E-101	0.315487756	0.429	0.181	7.02E-97	CAFs myCAF like s5	LOXL2	CAFs
1.26E-78	0.31538615	0.52	0.283	3.76E-74	CAFs myCAF like s5	TMEM119	CAFs
1.73E-76	0.315162006	0.808	0.595	5.15E-72	CAFs myCAF like s5	SEC61B	CAFs
1.87E-106	0.314993771	0.339	0.11	5.55E-102	CAFs myCAF like s5	GPC1	CAFs
1.08E-101	0.31374145	0.365	0.134	3.21E-97	CAFs myCAF like s5	HOXB2	CAFs
3.73E-97	0.312683382	0.44	0.193	1.11E-92	CAFs myCAF like s5	TGFB1	CAFs
9.45E-106	0.310840351	0.34	0.112	2.81E-101	CAFs myCAF like s5	NOX4	CAFs
1.70E-74	0.310794888	0.848	0.662	5.07E-70	CAFs myCAF like s5	ANXA5	CAFs
4.88E-93	0.310679435	0.595	0.331	1.45E-88	CAFs myCAF like s5	TGFB1I1	CAFs
1.76E-86	0.310669261	0.736	0.484	5.24E-82	CAFs myCAF like s5	NDUFB2	CAFs
1.44E-103	0.310471185	0.449	0.197	4.28E-99	CAFs myCAF like s5	TMEM45A	CAFs
1.19E-107	0.308398156	0.643	0.36	3.53E-103	CAFs myCAF like s5	MRC2	CAFs
2.71E-102	0.30761614	0.332	0.11	8.05E-98	CAFs myCAF like s5	PCDH7	CAFs
1.55E-92	0.307536247	0.469	0.222	4.60E-88	CAFs myCAF like s5	SH3PXD2A	CAFs
1.31E-84	0.307472467	0.709	0.459	3.89E-80	CAFs myCAF like s5	RRBP1	CAFs
1.58E-100	0.306969335	0.762	0.494	4.69E-96	CAFs myCAF like s5	UQCRQ	CAFs
5.01E-49	0.305689433	0.844	0.682	1.49E-44	CAFs myCAF like s5	ISLR	CAFs
1.44E-117	0.298560412	0.474	0.2	4.29E-113	CAFs myCAF like s5	SLC39A13	CAFs
2.36E-97	0.298282448	0.584	0.316	7.01E-93	CAFs myCAF like s5	MRPL41	CAFs
7.84E-108	0.298024831	0.499	0.232	2.33E-103	CAFs myCAF like s5	PLS3	CAFs
3.96E-59	0.297848793	0.847	0.693	1.18E-54	CAFs myCAF like s5	RHOA	CAFs
8.71E-91	0.296647398	0.418	0.183	2.59E-86	CAFs myCAF like s5	GOLM1	CAFs
8.61E-65	0.296343672	0.904	0.778	2.56E-60	CAFs myCAF like s5	ANXA2	CAFs
6.78E-117	0.295074816	0.402	0.146	2.02E-112	CAFs myCAF like s5	P3H4	CAFs
2.33E-89	0.294900075	0.654	0.396	6.92E-85	CAFs myCAF like s5	AP3S1	CAFs
4.98E-106	0.29488001	0.34	0.112	1.48E-101	CAFs myCAF like s5	COPZ2	CAFs
1.91E-116	0.294261089	0.464	0.194	5.68E-112	CAFs myCAF like s5	MYOF	CAFs
6.03E-114	0.29425784	0.656	0.365	1.79E-109	CAFs myCAF like s5	SEC31A	CAFs
1.48E-86	0.293819818	0.74	0.489	4.39E-82	CAFs myCAF like s5	RAB2A	CAFs
1.16E-118	0.293370117	0.378	0.13	3.45E-114	CAFs myCAF like s5	RUNX2	CAFs
8.84E-113	0.2894608	0.248	0.052	2.63E-108	CAFs myCAF like s5	PDGFC	CAFs
1.55E-90	0.289460392	0.246	0.065	4.61E-86	CAFs myCAF like s5	GPC6	CAFs
4.90E-99	0.289353755	0.487	0.231	1.46E-94	CAFs myCAF like s5	PDLIM4	CAFs
1.10E-82	0.288304947	0.682	0.432	3.29E-78	CAFs myCAF like s5	LMAN1	CAFs
3.23E-69	0.288238245	0.727	0.503	9.62E-65	CAFs myCAF like s5	TMED2	CAFs
2.92E-45	0.288203554	0.148	0.044	8.69E-41	CAFs myCAF like s5	DERL3	CAFs
8.46E-96	0.286832986	0.507	0.25	2.52E-91	CAFs myCAF like s5	ACTN4	CAFs
1.42E-85	0.285075894	0.187	0.037	4.23E-81	CAFs myCAF like s5	CILP2	CAFs
6.59E-81	0.284506437	0.256	0.079	1.96E-76	CAFs myCAF like s5	SLC6A6	CAFs
1.79E-62	0.283768631	0.776	0.573	5.33E-58	CAFs myCAF like s5	KLF6	CAFs
2.99E-96	0.283220504	0.487	0.236	8.89E-92	CAFs myCAF like s5	FKBP11	CAFs
6.25E-91	0.283147961	0.266	0.078	1.86E-86	CAFs myCAF like s5	ARL4C	CAFs
1.03E-88	0.282631022	0.344	0.133	3.07E-84	CAFs myCAF like s5	OLFM2	CAFs
5.15E-74	0.282087602	0.835	0.633	1.53E-69	CAFs myCAF like s5	RABAC1	CAFs
1.36E-67	0.28202698	0.27	0.1	4.06E-63	CAFs myCAF like s5	SMYD3	CAFs
1.34E-85	0.281356145	0.479	0.239	3.99E-81	CAFs myCAF like s5	VCL	CAFs
1.56E-104	0.280847039	0.311	0.094	4.64E-100	CAFs myCAF like s5	NINJ2	CAFs
2.25E-112	0.279387441	0.215	0.036	6.70E-108	CAFs myCAF like s5	KLK4	CAFs
1.55E-96	0.27781898	0.509	0.252	4.60E-92	CAFs myCAF like s5	ITGAV	CAFs
9.64E-85	0.277211185	0.622	0.373	2.87E-80	CAFs myCAF like s5	NOP10	CAFs
5.66E-82	0.277093755	0.672	0.423	1.68E-77	CAFs myCAF like s5	RCN1	CAFs
1.43E-92	0.27702614	0.702	0.439	4.27E-88	CAFs myCAF like s5	PRKCDBP	CAFs
7.72E-111	0.276722589	0.371	0.13	2.30E-106	CAFs myCAF like s5	P3H3	CAFs
2.74E-73	0.276721081	0.581	0.349	8.13E-69	CAFs myCAF like s5	RHEB	CAFs
2.30E-117	0.275357885	0.207	0.03	6.83E-113	CAFs myCAF like s5	HSD17B6	CAFs
1.43E-95	0.27395932	0.438	0.196	4.25E-91	CAFs myCAF like s5	GLIPR2	CAFs
1.16E-53	0.273858304	0.921	0.791	3.44E-49	CAFs myCAF like s5	CALM2	CAFs
9.76E-72	0.273368161	0.794	0.579	2.90E-67	CAFs myCAF like s5	GUK1	CAFs
5.01E-70	0.272872484	0.474	0.26	1.49E-65	CAFs myCAF like s5	PPP1CA	CAFs
8.05E-65	0.27279301	0.8	0.597	2.39E-60	CAFs myCAF like s5	PDIA3	CAFs
4.87E-63	0.272656227	0.697	0.481	1.45E-58	CAFs myCAF like s5	TTC3	CAFs
1.91E-93	0.271766244	0.435	0.197	5.67E-89	CAFs myCAF like s5	P4HA2	CAFs
4.86E-98	0.271202825	0.366	0.144	1.45E-93	CAFs myCAF like s5	EDNRA	CAFs
1.40E-107	0.270509557	0.222	0.042	4.16E-103	CAFs myCAF like s5	KIF26B	CAFs
5.25E-80	0.269713499	0.731	0.49	1.56E-75	CAFs myCAF like s5	POMP	CAFs
5.31E-101	0.269628735	0.421	0.178	1.58E-96	CAFs myCAF like s5	SRPX2	CAFs
2.47E-69	0.269575919	0.866	0.679	7.33E-65	CAFs myCAF like s5	MMP2	CAFs
8.66E-79	0.269481978	0.693	0.455	2.57E-74	CAFs myCAF like s5	VMP1	CAFs
7.86E-106	0.26908224	0.463	0.208	2.34E-101	CAFs myCAF like s5	FAM198B	CAFs
4.08E-58	0.268601664	0.253	0.1	1.21E-53	CAFs myCAF like s5	GREM1	CAFs
8.14E-84	0.268035068	0.638	0.388	2.42E-79	CAFs myCAF like s5	PRELID1	CAFs
6.49E-93	0.267049832	0.483	0.234	1.93E-88	CAFs myCAF like s5	WDR1	CAFs
9.17E-101	0.264676817	0.448	0.198	2.73E-96	CAFs myCAF like s5	ARHGAP1	CAFs
1.69E-61	0.264631587	0.15	0.033	5.04E-57	CAFs myCAF like s5	F13A1	CAFs
8.82E-97	0.263723302	0.404	0.17	2.62E-92	CAFs myCAF like s5	NID2	CAFs
2.30E-94	0.263296316	0.451	0.207	6.83E-90	CAFs myCAF like s5	C1orf122	CAFs
5.86E-87	0.262444041	0.212	0.049	1.74E-82	CAFs myCAF like s5	SUGCT	CAFs
2.92E-79	0.2620235	0.388	0.179	8.69E-75	CAFs myCAF like s5	GJA1	CAFs
1.16E-81	0.260923939	0.481	0.247	3.46E-77	CAFs myCAF like s5	YWHAH	CAFs
6.58E-77	0.2608295	0.562	0.325	1.96E-72	CAFs myCAF like s5	LGMN	CAFs
2.78E-101	0.256204323	0.42	0.179	8.26E-97	CAFs myCAF like s5	C11orf24	CAFs
5.50E-90	0.256055616	0.467	0.227	1.64E-85	CAFs myCAF like s5	TUBA1C	CAFs
2.34E-82	0.255874483	0.718	0.472	6.96E-78	CAFs myCAF like s5	JTB	CAFs
2.06E-96	0.255180436	0.679	0.413	6.12E-92	CAFs myCAF like s5	AP2S1	CAFs
3.44E-112	0.254872339	0.277	0.07	1.02E-107	CAFs myCAF like s5	WISP1	CAFs
3.78E-82	0.254004964	0.289	0.101	1.13E-77	CAFs myCAF like s5	CDKN2B	CAFs
6.15E-85	0.253191265	0.419	0.195	1.83E-80	CAFs myCAF like s5	SKIL	CAFs
3.80E-83	0.252969938	0.364	0.155	1.13E-78	CAFs myCAF like s5	NET1	CAFs
1.31E-109	0.252723806	0.478	0.214	3.88E-105	CAFs myCAF like s5	MIR4435-2HG	CAFs
1.68E-76	0.251828803	0.402	0.19	5.00E-72	CAFs myCAF like s5	PTS	CAFs
3.11E-85	0.251714021	0.73	0.481	9.24E-81	CAFs myCAF like s5	ANAPC11	CAFs
2.68E-77	0.251061273	0.796	0.571	7.96E-73	CAFs myCAF like s5	TMEM258	CAFs
5.14E-63	0.250771861	0.21	0.067	1.53E-58	CAFs myCAF like s5	RGS4	CAFs
3.28E-100	0.250612956	0.554	0.29	9.76E-96	CAFs myCAF like s5	C7orf73	CAFs
7.60E-67	0.250572271	0.236	0.079	2.26E-62	CAFs myCAF like s5	SYTL2	CAFs
1.91E-94	0.250333017	0.184	0.031	5.68E-90	CAFs myCAF like s5	TSPAN2	CAFs
0	2.044422968	0.538	0.03	0	PVL Differentiated s3	RERGL	PVL Cells
0	1.667897571	0.639	0.111	0	PVL Differentiated s3	MYH11	PVL Cells
8.73E-246	1.412134121	0.648	0.277	2.59E-241	PVL Differentiated s3	BCAM	PVL Cells
1.72E-195	1.38704835	0.506	0.143	5.13E-191	PVL Differentiated s3	SORBS2	PVL Cells
0	1.320032763	0.592	0.116	0	PVL Differentiated s3	NET1	PVL Cells
0	1.23185032	0.92	0.737	0	PVL Differentiated s3	DSTN	PVL Cells
8.30E-255	1.21354568	0.578	0.161	2.47E-250	PVL Differentiated s3	PLN	PVL Cells
5.20E-212	1.045138412	0.474	0.105	1.55E-207	PVL Differentiated s3	WFDC1	PVL Cells
7.54E-230	1.019226789	0.733	0.362	2.24E-225	PVL Differentiated s3	NDUFA4	PVL Cells
7.90E-197	0.991124847	0.671	0.352	2.35E-192	PVL Differentiated s3	PHLDA2	PVL Cells
0	0.969578922	0.928	0.771	0	PVL Differentiated s3	ADIRF	PVL Cells
6.51E-226	0.936414497	0.422	0.051	1.93E-221	PVL Differentiated s3	CASQ2	PVL Cells
3.25E-158	0.93444844	0.684	0.414	9.65E-154	PVL Differentiated s3	CRYAB	PVL Cells
4.68E-260	0.910862217	0.881	0.684	1.39E-255	PVL Differentiated s3	S100A4	PVL Cells
4.81E-224	0.886112942	0.952	0.798	1.43E-219	PVL Differentiated s3	ACTA2	PVL Cells
1.06E-264	0.857651823	0.95	0.793	3.16E-260	PVL Differentiated s3	TAGLN	PVL Cells
8.31E-195	0.846852652	0.802	0.586	2.47E-190	PVL Differentiated s3	TSC22D1	PVL Cells
6.41E-179	0.841802748	0.58	0.208	1.90E-174	PVL Differentiated s3	NTRK2	PVL Cells
2.28E-64	0.84005041	0.293	0.13	6.77E-60	PVL Differentiated s3	C12orf75	PVL Cells
2.15E-126	0.818412297	0.807	0.649	6.40E-122	PVL Differentiated s3	GADD45B	PVL Cells
4.11E-156	0.802961331	0.609	0.273	1.22E-151	PVL Differentiated s3	CD9	PVL Cells
4.12E-97	0.724320022	0.514	0.267	1.23E-92	PVL Differentiated s3	MAP3K7CL	PVL Cells
2.91E-137	0.723137418	0.712	0.458	8.65E-133	PVL Differentiated s3	LBH	PVL Cells
5.46E-64	0.704467378	0.269	0.097	1.62E-59	PVL Differentiated s3	CLU	PVL Cells
2.26E-85	0.702319612	0.37	0.132	6.72E-81	PVL Differentiated s3	CNN1	PVL Cells
5.24E-59	0.692832112	0.4	0.239	1.56E-54	PVL Differentiated s3	SNCG	PVL Cells
1.93E-87	0.691573142	0.639	0.479	5.74E-83	PVL Differentiated s3	BTG2	PVL Cells
4.17E-124	0.679940582	0.706	0.474	1.24E-119	PVL Differentiated s3	CSRP2	PVL Cells
3.00E-98	0.673271386	0.698	0.538	8.93E-94	PVL Differentiated s3	CSRP1	PVL Cells
2.25E-118	0.654600421	0.474	0.196	6.69E-114	PVL Differentiated s3	GPRC5C	PVL Cells
6.27E-170	0.640323046	0.846	0.69	1.86E-165	PVL Differentiated s3	SOD3	PVL Cells
8.48E-81	0.631222812	0.32	0.114	2.52E-76	PVL Differentiated s3	HSPB8	PVL Cells
6.01E-98	0.600396828	0.3	0.081	1.79E-93	PVL Differentiated s3	KCNMB1	PVL Cells
3.05E-126	0.593376825	0.301	0.053	9.07E-122	PVL Differentiated s3	SGCA	PVL Cells
2.08E-103	0.593093885	0.484	0.226	6.17E-99	PVL Differentiated s3	RCAN2	PVL Cells
1.03E-93	0.575897062	0.397	0.173	3.08E-89	PVL Differentiated s3	MOB2	PVL Cells
4.32E-56	0.570729099	0.305	0.137	1.28E-51	PVL Differentiated s3	OR51E1	PVL Cells
1.01E-30	0.55667729	0.492	0.366	2.99E-26	PVL Differentiated s3	PDK4	PVL Cells
2.02E-78	0.535847027	0.332	0.123	6.00E-74	PVL Differentiated s3	CCDC3	PVL Cells
5.84E-90	0.535281725	0.28	0.071	1.74E-85	PVL Differentiated s3	LTBP1	PVL Cells
2.64E-44	0.532916785	0.685	0.557	7.85E-40	PVL Differentiated s3	CDKN1A	PVL Cells
1.10E-43	0.532714567	0.467	0.304	3.28E-39	PVL Differentiated s3	CRIP1	PVL Cells
4.12E-106	0.529958071	0.295	0.065	1.22E-101	PVL Differentiated s3	FAM129A	PVL Cells
1.02E-105	0.528683376	0.282	0.056	3.05E-101	PVL Differentiated s3	KCNAB1	PVL Cells
2.65E-93	0.527789128	0.748	0.607	7.89E-89	PVL Differentiated s3	PRKCDBP	PVL Cells
5.23E-48	0.517093113	0.398	0.235	1.56E-43	PVL Differentiated s3	ID1	PVL Cells
1.44E-65	0.501302965	0.44	0.254	4.29E-61	PVL Differentiated s3	PDLIM5	PVL Cells
4.85E-85	0.499745548	0.636	0.478	1.44E-80	PVL Differentiated s3	HCFC1R1	PVL Cells
4.15E-68	0.491529685	0.408	0.236	1.23E-63	PVL Differentiated s3	ZFHX3	PVL Cells
8.28E-67	0.490860027	0.577	0.417	2.46E-62	PVL Differentiated s3	NUDT4	PVL Cells
1.05E-56	0.490369183	0.601	0.474	3.11E-52	PVL Differentiated s3	YBX3	PVL Cells
2.50E-73	0.488276614	0.78	0.655	7.44E-69	PVL Differentiated s3	CRIP2	PVL Cells
1.17E-35	0.487138146	0.326	0.208	3.47E-31	PVL Differentiated s3	KLF2	PVL Cells
8.42E-73	0.487058383	0.636	0.491	2.50E-68	PVL Differentiated s3	ARPC1A	PVL Cells
1.72E-85	0.486214663	0.318	0.094	5.11E-81	PVL Differentiated s3	ACTG2	PVL Cells
1.68E-60	0.484801444	0.687	0.542	4.98E-56	PVL Differentiated s3	MYLK	PVL Cells
3.72E-71	0.484222926	0.249	0.089	1.11E-66	PVL Differentiated s3	FAM107B	PVL Cells
9.55E-77	0.482471508	0.726	0.54	2.84E-72	PVL Differentiated s3	MCAM	PVL Cells
1.62E-56	0.480452515	0.696	0.571	4.80E-52	PVL Differentiated s3	PPP1R14A	PVL Cells
2.42E-66	0.478553908	0.323	0.146	7.20E-62	PVL Differentiated s3	RBPMS2	PVL Cells
2.27E-62	0.473862673	0.494	0.332	6.76E-58	PVL Differentiated s3	MSRB3	PVL Cells
5.12E-116	0.473114966	0.917	0.772	1.52E-111	PVL Differentiated s3	S100A6	PVL Cells
1.02E-65	0.465035295	0.464	0.28	3.02E-61	PVL Differentiated s3	PLP2	PVL Cells
3.44E-63	0.462145892	0.41	0.237	1.02E-58	PVL Differentiated s3	MRPS6	PVL Cells
9.20E-78	0.458523851	0.271	0.08	2.73E-73	PVL Differentiated s3	NRIP2	PVL Cells
1.81E-57	0.44598124	0.452	0.305	5.38E-53	PVL Differentiated s3	CCDC107	PVL Cells
1.39E-85	0.438364422	0.245	0.054	4.13E-81	PVL Differentiated s3	CAP2	PVL Cells
